0,50,1000,1,10,0,20,
0.02,50,999.847,1,10,0,20,
0.3533334,50,999.6942,1,10,0,20,
0.5418292,50,997.1447,1,10,0,20,
0,50,1000,1,10,0,20,
0.02,50,999.847,1,10,0,20,
0.3533334,50,999.6942,1,10,0,20,
0.5271183,50,997.1447,1,10,0,20,
0.6568758,50,995.8157,1,10,0,20,
0.8021234,50,994.8234,1,10,0,20,
0.9485664,50,993.7127,1,10,0,20,
1.076912,50,992.5926,1,10,0,20,
1.192313,50,991.6111,1,10,0,20,
1.310155,50,990.7284,1,10,0,20,
1.444406,50,989.8273,1,10,0,20,
1.56121,50,988.8006,1,10,0,20,
1.672774,50,987.907,1,10,0,20,
1.793919,50,987.0539,1,10,0,20,
1.916636,50,986.1271,1,10,0,20,
2.033548,50,985.1888,1,10,0,20,
2.140795,50,984.2948,1,10,0,20,
2.253238,50,983.4745,1,10,0,20,
2.368413,50,982.6146,1,10,0,20,
2.489009,50,981.7337,1,10,0,20,
2.609234,50,980.8113,1,10,0,20,
2.728912,50,979.892,1,10,0,20,
2.857215,50,978.9767,1,10,0,20,
3.00094,50,977.9954,1,10,0,20,
3.153048,50,976.8964,1,10,0,20,
3.27727,50,975.7326,1,10,0,20,
3.397506,50,974.783,1,10,0,20,
3.5165,50,973.8634,1,10,0,20,
3.629311,50,972.9532,1,10,0,20,
3.749514,50,972.0905,1,10,0,20,
3.864976,50,971.1713,1,10,0,20,
3.98491,50,970.2883,1,10,0,20,
4.101496,50,969.371,1,10,0,20,
4.216378,50,968.4793,1,10,0,20,
4.332987,50,967.6008,1,10,0,20,
4.448906,50,966.7089,1,10,0,20,
4.560723,50,965.8223,1,10,0,20,
4.676733,50,964.967,1,10,0,20,
4.785287,50,964.08,1,10,0,20,
4.90487,50,963.2498,1,10,0,20,
5.021334,50,962.3351,1,10,0,20,
5.140907,50,961.4445,1,10,0,20,
5.261706,50,960.53,1,10,0,20,
5.376707,50,959.6061,1,10,0,20,
5.492473,50,958.7266,1,10,0,20,
0,50,1000,1,10,0,20,
0.02,50,999.847,1,10,0,20,
0.3533334,50,999.6942,1,10,0,20,
0.5031376,50,997.1447,1,10,0,20,
0.633938,50,995.9992,1,10,0,20,
0.7623227,50,994.9988,1,10,0,20,
0.8895538,50,994.0169,1,10,0,20,
1.017818,50,993.0438,1,10,0,20,
1.149354,50,992.0627,1,10,0,20,
1.278575,50,991.0568,1,10,0,20,
1.402002,50,990.0685,1,10,0,20,
1.542287,50,989.1249,1,10,0,20,
1.653602,50,988.0519,1,10,0,20,
1.784738,50,987.2005,1,10,0,20,
1.931675,50,986.1974,1,10,0,20,
2.088342,50,985.074,1,10,0,20,
2.205702,50,983.8756,1,10,0,20,
2.340481,50,982.9783,1,10,0,20,
2.477502,50,981.9473,1,10,0,20,
2.603833,50,980.8992,1,10,0,20,
2.726099,50,979.9334,1,10,0,20,
2.854576,50,978.9982,1,10,0,20,
2.98184,50,978.0156,1,10,0,20,
3.106857,50,977.0424,1,10,0,20,
0,50,1000,1,10,0,20,
0.02,50,999.847,1,10,0,20,
0.3533334,50,999.6942,1,10,0,20,
0.5332825,50,997.1447,1,10,0,20,
0.6555315,50,995.7687,1,10,0,20,
0.7888686,50,994.8338,1,10,0,20,
0.9267527,50,993.8143,1,10,0,20,
1.051264,50,992.7596,1,10,0,20,
1.17469,50,991.8068,1,10,0,20,
1.296432,50,990.8632,1,10,0,20,
1.442577,50,989.9318,1,10,0,20,
1.571944,50,988.8143,1,10,0,20,
1.682467,50,987.825,1,10,0,20,
1.799424,50,986.9797,1,10,0,20,
1.923449,50,986.0851,1,10,0,20,
2.051064,50,985.1366,1,10,0,20,
2.16289,50,984.1603,1,10,0,20,
2.283874,50,983.3055,1,10,0,20,
2.398815,50,982.3801,1,10,0,20,
2.518894,50,981.5012,1,10,0,20,
2.643111,50,980.5827,1,10,0,20,
2.759685,50,979.6327,1,10,0,20,
2.871939,50,978.741,1,10,0,20,
2.991848,50,977.8827,1,10,0,20,
3.118618,50,976.9656,1,10,0,20,
3.239341,50,975.9961,1,10,0,20,
3.350503,50,975.0729,1,10,0,20,
3.475185,50,974.2228,1,10,0,20,
3.598648,50,973.2693,1,10,0,20,
3.723397,50,972.3249,1,10,0,20,
3.838862,50,971.371,1,10,0,20,
3.959617,50,970.4881,1,10,0,20,
4.070553,50,969.5643,1,10,0,20,
4.204242,50,968.716,1,10,0,20,
4.326951,50,967.6935,1,10,0,20,
4.451045,50,966.7551,1,10,0,20,
4.562792,50,965.8058,1,10,0,20,
4.687823,50,964.9513,1,10,0,20,
4.803294,50,963.9949,1,10,0,20,
4.927798,50,963.112,1,10,0,20,
5.039067,50,962.16,1,10,0,20,
5.167069,50,961.3087,1,10,0,20,
5.283079,50,960.3299,1,10,0,20,
5.399926,50,959.4426,1,10,0,20,
5.523502,50,958.5488,1,10,0,20,
5.651065,50,957.6036,1,10,0,20,
